circ,circ_hash,circ_key,ori_latency,merged_latency,grape_res,1q_count,2q_count
"     ┌───┐┌───┐┌───┐ ┌───┐ 
q_0: ┤ H ├┤ X ├┤ H ├─┤ T ├─
     └───┘└─┬─┘├───┤┌┴───┴┐
q_1: ───────■──┤ X ├┤ TDG ├
               └───┘└─────┘",5e33e65ffa73168eaeed864d995131d3ea2a372cf5a99eb2208a8a4ba047fa65,"[[ 0.    0.    1.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.   -0.71  0.    0.    0.   -0.71]
 [ 0.71  0.    0.    0.   -0.71  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.    0.    0.    0.  ]]",27.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B58BA2F88>,3,1
"     ┌───┐┌───┐     
q_0: ┤ H ├┤ X ├─────
     └───┘└─┬─┘┌───┐
q_1: ───────■──┤ T ├
               └───┘",ae40f812f10f1b6879070f3066aaf212d689edb3c63b10886fa678ddb8006bdd,"[[ 0.71  0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.71 -0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.5  -0.5   0.    0.    0.5  -0.5 ]
 [ 0.    0.    0.5   0.5   0.    0.    0.5   0.5 ]]",20.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B7544C848>,2,1
"     ┌───┐┌───┐
q_0: ┤ H ├┤ X ├
     └───┘└─┬─┘
q_1: ───────■──
               ",d01d86810a9500a01202bb9785fea56e52179837667b97ea56a8296f595ec216,"[[ 0.71  0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.71 -0.71  0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.71 -0.71  0.    0.    0.    0.  ]
 [ 0.    0.    0.71  0.71  0.    0.    0.    0.  ]]",19.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A17A00CC8>,1,1
"          ┌───┐┌─────┐
q_0: ──■──┤ X ├┤ TDG ├
     ┌─┴─┐└───┘└─────┘
q_1: ┤ X ├────────────
     └───┘            ",cecc6111cee7fb129ecdab7ab617cdabd53f1cb763fe170ad3193edfe3b646e5,"[[ 0.    0.    0.    1.    0.    0.    0.    0.  ]
 [ 0.71  0.    0.    0.   -0.71  0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.71  0.    0.    0.   -0.71  0.  ]]",21.5,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B2CA03588>,2,1
"     ┌───┐┌───┐            
q_0: ┤ H ├┤ X ├────────────
     └───┘└─┬─┘┌───┐┌─────┐
q_1: ───────■──┤ X ├┤ TDG ├
               └───┘└─────┘",80e34a479ab2e27dc916241260749a29a7f27c90a1de7bd8390feecac74a5b38,"[[ 0.    0.    0.71 -0.71  0.    0.    0.    0.  ]
 [ 0.    0.    0.71  0.71  0.    0.    0.    0.  ]
 [ 0.5   0.5   0.    0.   -0.5  -0.5   0.    0.  ]
 [ 0.5  -0.5   0.    0.   -0.5   0.5   0.    0.  ]]",27.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B66A07E08>,3,1
"          ┌─────┐
q_0: ──■──┤ TDG ├
     ┌─┴─┐└─────┘
q_1: ┤ X ├───────
     └───┘       ",b0d6c622b794653b721d8951eb5d5f0bead08d0927c5d67a6712f9c1b4bd218a,"[[ 1.    0.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.    0.71  0.    0.    0.   -0.71]
 [ 0.    0.    1.    0.    0.    0.    0.    0.  ]
 [ 0.    0.71  0.    0.    0.   -0.71  0.    0.  ]]",15.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023A32281A88>,1,1
"          ┌───┐
q_0: ──■──┤ S ├
     ┌─┴─┐└───┘
q_1: ┤ X ├─────
     └───┘     ",6dede90e4bc10115c2e87468ed5e99057ebcf16af8a6d2c2def406a06d2a6b59,"[[1. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 1.]
 [0. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 1. 0. 0.]]",15.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B670C1E88>,1,1
"           ┌───┐ ┌───┐
q_0: ──■───┤ H ├─┤ T ├
     ┌─┴─┐┌┴───┴┐└───┘
q_1: ┤ X ├┤ TDG ├─────
     └───┘└─────┘     ",07b569e336f2a85ed5f19c4fbb7cd7c1b3419c852ec727d5704c73908db3acff,"[[ 0.71  0.    0.    0.71  0.    0.    0.    0.  ]
 [ 0.5   0.    0.   -0.5   0.5   0.    0.   -0.5 ]
 [ 0.    0.5   0.5   0.    0.   -0.5  -0.5   0.  ]
 [ 0.   -0.71  0.71  0.    0.    0.    0.    0.  ]]",20.5,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B76843748>,2,1
"           ┌───┐      
q_0: ──■───┤ T ├───■──
     ┌─┴─┐┌┴───┴┐┌─┴─┐
q_1: ┤ X ├┤ TDG ├┤ X ├
     └───┘└─────┘└───┘",89429c05238b0f250c64a8ced387a4b4c193319b2c88ae1d9308624ab6f60c82,"[[ 1.    0.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    1.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.71  0.    0.    0.   -0.71  0.  ]
 [ 0.    0.    0.    0.71  0.    0.    0.    0.71]]",28.5,14.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B65892548>,1,2
"          ┌───┐┌─────┐
q_0: ──■──┤ H ├┤ TDG ├
     ┌─┴─┐└───┘└─────┘
q_1: ┤ X ├────────────
     └───┘            ",0144de08eaee64386c8cd723c8e008b3cee720f4dbff3b5e182bdbbf2d36cc6c,"[[ 0.71  0.    0.    0.71  0.    0.    0.    0.  ]
 [ 0.5   0.    0.   -0.5  -0.5   0.    0.    0.5 ]
 [ 0.    0.71  0.71  0.    0.    0.    0.    0.  ]
 [ 0.   -0.5   0.5   0.    0.    0.5  -0.5   0.  ]]",21.0,11.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B793E5D88>,2,1
"           ┌───┐ 
q_0: ──■───┤ T ├─
     ┌─┴─┐┌┴───┴┐
q_1: ┤ X ├┤ TDG ├
     └───┘└─────┘",da075072b8308fbfe8e26c4f131e0a40551ce28f165883c13f0495508e3ced91,"[[ 1.    0.    0.    0.    0.    0.    0.    0.  ]
 [ 0.    0.    0.    0.71  0.    0.    0.    0.71]
 [ 0.    0.    0.71  0.    0.    0.   -0.71  0.  ]
 [ 0.    1.    0.    0.    0.    0.    0.    0.  ]]",15.0,12.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B6325D948>,1,1
"                           
q_0: ──■───────────────────
     ┌─┴─┐┌───┐┌───┐┌─────┐
q_1: ┤ X ├┤ H ├┤ X ├┤ TDG ├
     └───┘└───┘└───┘└─────┘",7ea857b025ab5db7b1ef6dd5f485ac47f7fa283c876f81d0d9be9e69ec2f0f81,"[[ 0.71  0.   -0.71  0.    0.    0.    0.    0.  ]
 [ 0.   -0.71  0.    0.71  0.    0.    0.    0.  ]
 [ 0.5   0.    0.5   0.   -0.5   0.   -0.5   0.  ]
 [ 0.    0.5   0.    0.5   0.   -0.5   0.   -0.5 ]]",27.5,13.5,<quantum_optimal_control.core.run_session.run_session object at 0x0000023B3C2B4FC8>,3,1
